Depmap ID,Expression Public 22Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001843,3.003602237,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001844,0,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001845,0,ICC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001846,0.097610797,ICC6,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001848,0.150559677,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001849,0,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001850,0,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001852,0.150559677,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001853,0.014355293,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma
ACH-001856,0.250961574,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001857,0,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001858,0.111031312,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001861,0.042644337,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001862,0,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-001863,0,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001864,1.23878686,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001959,0,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001960,0,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001961,0,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001970,1.565597176,MM253,Melanoma,Skin,Melanoma
ACH-001973,2.887525271,MM485,Melanoma,Skin,Melanoma
ACH-001977,0,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001982,3.930737338,NZM3,Melanoma,Skin,Melanoma
ACH-001991,2.060047384,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001992,0.137503524,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001993,0,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001997,0,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001999,0.263034406,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002001,1.137503524,A375SKINCJ1,Melanoma,Skin,Melanoma
ACH-002002,1.700439718,A375SKINCJ2,Melanoma,Skin,Melanoma
ACH-002003,1.304511042,A375SKINCJ3,Melanoma,Skin,Melanoma
ACH-002004,3.169925001,UACC62SKINCJ1,Melanoma,Skin,Melanoma
ACH-002005,5.198101209,SKMEL19,Melanoma,Skin,Melanoma
ACH-002011,2.176322773,MP46,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002014,2.64385619,MEL270,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002015,1.097610797,MEL285,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002016,1.49057013,MEL290,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002017,0.739848103,OMM1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002018,1.970853654,OMM25,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002019,0,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix
ACH-002021,0,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-002023,0,TGBC18TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-002024,0.097610797,ECC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002025,1.918386234,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002026,0,HHUA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002027,0,HOUAI,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002029,0,SAS,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002038,0.014355293,HSKTC,"Ovarian Cancer, Other",Ovary/Fallopian Tube,"Ovarian Cancer, Other"
ACH-002039,0,PK8,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002040,2.280956314,HMVII,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina
ACH-002041,0.22650853,HOTHC,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-002042,0.622930351,T3M5,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002044,2.163498732,HSQ89,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002045,0,HO1U1,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002046,0,HTMMT,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002048,2.615887074,RMSYM,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002055,0,TL1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002059,0,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-002061,0,P2URK562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002062,0,SLVL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002065,0.189033824,HSPSS,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002066,1.613531653,HSSCH2,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002067,1.09085343,NOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002069,0.432959407,HSOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002080,0.910732662,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002084,3.99004722,MMAC,Melanoma,Skin,Melanoma
ACH-000949,0,TGBC11TKB,Stomach Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002458,1,HT144SKINFV1,Melanoma,Skin,Melanoma
ACH-002459,0.056583528,HT144SKINFV3,Melanoma,Skin,Melanoma
ACH-002460,1.700439718,HT144SKINFV2,Melanoma,Skin,Melanoma
ACH-002461,1.15704371,RVH421SKINFV1,Melanoma,Skin,Melanoma
ACH-002462,0.443606651,RPE1SS48,Non-Cancerous,Eye,Non-Cancerous
ACH-002463,0.214124805,RPE1SS77,Non-Cancerous,Eye,Non-Cancerous
ACH-002464,0.150559677,RPE1SS6,Non-Cancerous,Eye,Non-Cancerous
ACH-002465,0.765534746,RPE1SS119,Non-Cancerous,Eye,Non-Cancerous
ACH-002466,0,RPE1SS111,Non-Cancerous,Eye,Non-Cancerous
ACH-002467,0.042644337,RPE1SS51,Non-Cancerous,Eye,Non-Cancerous
ACH-002471,0.189033824,PSS008,Osteosarcoma,Bone,Osteosarcoma
ACH-002475,0.014355293,HAP1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002508,0.042644337,WM3211,Melanoma,Skin,Melanoma
ACH-002509,1.618238656,WM4235,Melanoma,Skin,Melanoma
ACH-002510,2.653060017,M040416,Melanoma,Skin,Melanoma
ACH-002511,2.794935663,M140325,Melanoma,Skin,Melanoma
ACH-002512,0.367371066,MM160113,Melanoma,Skin,Melanoma
ACH-002647,1.03562391,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-002659,0.773996325,JVE127,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002664,0.056583528,JVE253,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002669,0.773996325,KP363T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002672,0.056583528,MAPACHS77,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002680,0.124328135,170MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002687,0,WM3772F,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002693,2.381283373,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002710,1.378511623,MPNST724,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002785,2.195347598,NCCLMS1C1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-002800,1.570462931,NCCMPNST2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002834,0.895302621,PSS131R,Osteosarcoma,Bone,Osteosarcoma
ACH-002847,0.028569152,YUHOIN0650,Melanoma,Skin,Melanoma
ACH-002926,0,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma
